CRANKANGLE,Volume Cylinder 1 (m^3)
[deg],[m^3]
221,0.000378872
222,0.000377178
223,0.000375442
224,0.000373665
225,0.000371845
226,0.000369985
227,0.000368083
228,0.000366139
229,0.000364154
230,0.000362128
231,0.00036006
232,0.000357952
233,0.000355802
234,0.000353612
235,0.000351381
236,0.00034911
237,0.000346798
238,0.000344446
239,0.000342055
240,0.000339623
241,0.000337153
242,0.000334643
243,0.000332095
244,0.000329508
245,0.000326883
246,0.00032422
247,0.000321519
248,0.000318782
249,0.000316009
250,0.000313199
251,0.000310354
252,0.000307473
253,0.000304558
254,0.000301609
255,0.000298627
256,0.000295612
257,0.000292564
258,0.000289486
259,0.000286376
260,0.000283236
261,0.000280067
262,0.00027687
263,0.000273645
264,0.000270392
265,0.000267114
266,0.000263811
267,0.000260483
268,0.000257132
269,0.000253759
270,0.000250364
271,0.000246949
272,0.000243515
273,0.000240063
274,0.000236593
275,0.000233108
276,0.000229608
277,0.000226094
278,0.000222568
279,0.00021903
280,0.000215483
281,0.000211927
282,0.000208364
283,0.000204795
284,0.000201221
285,0.000197644
286,0.000194065
287,0.000190485
288,0.000186906
289,0.000183329
290,0.000179756
291,0.000176189
292,0.000172627
293,0.000169074
294,0.000165531
295,0.000161998
296,0.000158479
297,0.000154973
298,0.000151483
299,0.00014801
300,0.000144555
301,0.000141121
302,0.000137709
303,0.000134319
304,0.000130955
305,0.000127617
306,0.000124306
307,0.000121025
308,0.000117775
309,0.000114557
310,0.000111373
311,0.000108224
312,0.000105112
313,0.000102039
314,9.90047e-05
315,9.6012e-05
316,9.30619e-05
317,9.01557e-05
318,8.7295e-05
319,8.4481e-05
320,8.17152e-05
321,7.89989e-05
322,7.63334e-05
323,7.37199e-05
324,7.11598e-05
325,6.86544e-05
326,6.62047e-05
327,6.38122e-05
328,6.14778e-05
329,5.92028e-05
330,5.69883e-05
331,5.48354e-05
332,5.27451e-05
333,5.07186e-05
334,4.87567e-05
335,4.68605e-05
336,4.50309e-05
337,4.32688e-05
338,4.15751e-05
339,3.99506e-05
340,3.83962e-05
341,3.69126e-05
342,3.55006e-05
343,3.41608e-05
344,3.2894e-05
345,3.17008e-05
346,3.05817e-05
347,2.95374e-05
348,2.85683e-05
349,2.76749e-05
350,2.68578e-05
351,2.61172e-05
352,2.54536e-05
353,2.48673e-05
354,2.43585e-05
355,2.39277e-05
356,2.35748e-05
357,2.33002e-05
358,2.3104e-05
359,2.29862e-05
360,2.29469e-05
